cpd_id	Pathway	Description
C00042	650	Butanoate metabolism
C00042	720	Carbon fixation pathways in prokaryotes
C00042	760	Nicotinate and nicotinamide metabolism
C00042	920	Sulfur metabolism
C00042	1060	Biosynthesis of plant secondary metabolites
C00042	1061	Biosynthesis of phenylpropanoids
C00042	1062	Biosynthesis of terpenoids and steroids
C00042	1063	Biosynthesis of alkaloids derived from shikimate pathway
C00042	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C00042	1065	Biosynthesis of alkaloids derived from histidine and purine
C00042	1066	Biosynthesis of alkaloids derived from terpenoid and polyketide
C00042	1070	Biosynthesis of plant hormones
C00042	1100	Metabolic pathways
C00042	1110	Biosynthesis of secondary metabolites
C00042	1120	Microbial metabolism in diverse environments
C00042	1200	Carbon metabolism
C00042	1220	Degradation of aromatic compounds
C00042	2020	Two-component system
C00042	4024	cAMP signaling pathway
C00042	4727	GABAergic synapse
C00042	4922	Glucagon signaling pathway
C00042	5230	Central carbon metabolism in cancer
C00043	520	Amino sugar and nucleotide sugar metabolism
C00043	524	"Neomycin, kanamycin and gentamicin biosynthesis"
C00043	540	Lipopolysaccharide biosynthesis
C00043	541	O-Antigen nucleotide sugar biosynthesis
C00043	550	Peptidoglycan biosynthesis
C00043	552	Teichoic acid biosynthesis
C00043	563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
C00043	572	Arabinogalactan biosynthesis - Mycobacterium
C00043	1100	Metabolic pathways
C00043	1250	Biosynthesis of nucleotide sugars
C00043	1502	Vancomycin resistance
C00043	4931	Insulin resistance
C00043	5415	Diabetic cardiomyopathy
C00044	230	Purine metabolism
C00044	740	Riboflavin metabolism
C00044	790	Folate biosynthesis
C00044	1100	Metabolic pathways
C00044	1110	Biosynthesis of secondary metabolites
C00044	1232	Nucleotide metabolism
C00044	1240	Biosynthesis of cofactors
C00044	2025	Biofilm formation - Pseudomonas aeruginosa
C00044	4014	Ras signaling pathway
C00044	4015	Rap1 signaling pathway
C00044	4122	Sulfur relay system
C00044	4140	Autophagy - animal
C00044	4144	Endocytosis
C00044	5111	Biofilm formation - Vibrio cholerae
C00046	230	Purine metabolism
C00046	240	Pyrimidine metabolism
C00046	1100	Metabolic pathways
C00046	4622	RIG-I-like receptor signaling pathway
C00046	5014	Amyotrophic lateral sclerosis
C00046	5171	Coronavirus disease - COVID-19
C00047	300	Lysine biosynthesis
C00047	310	Lysine degradation
C00047	470	D-Amino acid metabolism
C00047	780	Biotin metabolism
C00047	960	"Tropane, piperidine and pyridine alkaloid biosynthesis"
C00047	970	Aminoacyl-tRNA biosynthesis
C00047	997	Biosynthesis of various other secondary metabolites
C00047	1060	Biosynthesis of plant secondary metabolites
C00047	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C00047	1100	Metabolic pathways
C00047	1110	Biosynthesis of secondary metabolites
C00047	1120	Microbial metabolism in diverse environments
C00047	1210	2-Oxocarboxylic acid metabolism
C00047	1230	Biosynthesis of amino acids
C00047	2010	ABC transporters
C00047	4974	Protein digestion and absorption
C00048	230	Purine metabolism
C00048	232	Caffeine metabolism
C00048	260	"Glycine, serine and threonine metabolism"
C00048	330	Arginine and proline metabolism
C00048	625	Chloroalkane and chloroalkene degradation
C00048	630	Glyoxylate and dicarboxylate metabolism
C00048	660	C5-Branched dibasic acid metabolism
C00048	680	Methane metabolism
C00048	720	Carbon fixation pathways in prokaryotes
C00048	1100	Metabolic pathways
C00048	1110	Biosynthesis of secondary metabolites
C00048	1120	Microbial metabolism in diverse environments
C00048	1200	Carbon metabolism
C00049	220	Arginine biosynthesis
C00049	250	"Alanine, aspartate and glutamate metabolism"
C00049	260	"Glycine, serine and threonine metabolism"
C00049	261	Monobactam biosynthesis
C00049	270	Cysteine and methionine metabolism
C00049	300	Lysine biosynthesis
C00049	340	Histidine metabolism
C00049	410	beta-Alanine metabolism
C00049	460	Cyanoamino acid metabolism
C00049	470	D-Amino acid metabolism
C00049	710	Carbon fixation in photosynthetic organisms
C00049	760	Nicotinate and nicotinamide metabolism
C00049	770	Pantothenate and CoA biosynthesis
C00049	970	Aminoacyl-tRNA biosynthesis
C00049	997	Biosynthesis of various other secondary metabolites
C00049	998	Biosynthesis of various antibiotics
C00049	999	Biosynthesis of various plant secondary metabolites
C00049	1060	Biosynthesis of plant secondary metabolites
C00049	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C00049	1070	Biosynthesis of plant hormones
C00049	1100	Metabolic pathways
C00049	1110	Biosynthesis of secondary metabolites
C00049	1120	Microbial metabolism in diverse environments
C00049	1200	Carbon metabolism
C00049	1210	2-Oxocarboxylic acid metabolism
C00049	1230	Biosynthesis of amino acids
C00049	1240	Biosynthesis of cofactors
C00049	2010	ABC transporters
C00049	2020	Two-component system
C00049	2030	Bacterial chemotaxis
C00049	4080	Neuroactive ligand-receptor interaction
C00049	4974	Protein digestion and absorption
C00049	5230	Central carbon metabolism in cancer
C00051	270	Cysteine and methionine metabolism
C00051	480	Glutathione metabolism
C00051	1100	Metabolic pathways
C00051	1240	Biosynthesis of cofactors
C00051	2010	ABC transporters
C00051	4216	Ferroptosis
C00051	4918	Thyroid hormone synthesis
C00051	4976	Bile secretion
C00051	5208	Chemical carcinogenesis - reactive oxygen species
C00051	5415	Diabetic cardiomyopathy
C00052	52	Galactose metabolism
C00052	520	Amino sugar and nucleotide sugar metabolism
C00052	541	O-Antigen nucleotide sugar biosynthesis
C00052	552	Teichoic acid biosynthesis
C00052	1100	Metabolic pathways
C00052	1250	Biosynthesis of nucleotide sugars
C00053	230	Purine metabolism
C00053	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
C00053	534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
C00053	920	Sulfur metabolism
C00053	1100	Metabolic pathways
C00053	1120	Microbial metabolism in diverse environments
C00054	230	Purine metabolism
C00054	532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
C00054	534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
C00054	770	Pantothenate and CoA biosynthesis
C00054	920	Sulfur metabolism
C00054	1100	Metabolic pathways
C00055	240	Pyrimidine metabolism
C00055	1100	Metabolic pathways
C00055	1232	Nucleotide metabolism
C00058	440	Phosphonate and phosphinate metabolism
C00058	620	Pyruvate metabolism
C00058	625	Chloroalkane and chloroalkene degradation
C00058	630	Glyoxylate and dicarboxylate metabolism
C00058	680	Methane metabolism
C00058	720	Carbon fixation pathways in prokaryotes
C00058	910	Nitrogen metabolism
C00058	1100	Metabolic pathways
C00058	1120	Microbial metabolism in diverse environments
C00058	1200	Carbon metabolism
C00058	1220	Degradation of aromatic compounds
C00059	230	Purine metabolism
C00059	261	Monobactam biosynthesis
C00059	270	Cysteine and methionine metabolism
C00059	920	Sulfur metabolism
C00059	1100	Metabolic pathways
C00059	1110	Biosynthesis of secondary metabolites
C00059	1120	Microbial metabolism in diverse environments
C00059	2010	ABC transporters
C00059	2024	Quorum sensing
C00061	190	Oxidative phosphorylation
C00061	740	Riboflavin metabolism
C00061	998	Biosynthesis of various antibiotics
C00061	1057	Biosynthesis of type II polyketide products
C00061	1100	Metabolic pathways
C00061	1110	Biosynthesis of secondary metabolites
C00061	1240	Biosynthesis of cofactors
C00061	4977	Vitamin digestion and absorption
C00062	220	Arginine biosynthesis
C00062	261	Monobactam biosynthesis
C00062	330	Arginine and proline metabolism
C00062	331	Clavulanic acid biosynthesis
C00062	470	D-Amino acid metabolism
C00062	970	Aminoacyl-tRNA biosynthesis
C00062	998	Biosynthesis of various antibiotics
C00062	1060	Biosynthesis of plant secondary metabolites
C00062	1064	"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid"
C00062	1100	Metabolic pathways
C00062	1110	Biosynthesis of secondary metabolites
C00062	1230	Biosynthesis of amino acids
C00062	2010	ABC transporters
C00062	4150	mTOR signaling pathway
C00062	4974	Protein digestion and absorption
C00062	5014	Amyotrophic lateral sclerosis
C00062	5022	Pathways of neurodegeneration - multiple diseases
C00062	5142	Chagas disease
C00062	5146	Amoebiasis
C00062	5230	Central carbon metabolism in cancer
C00063	240	Pyrimidine metabolism
C00063	515	Mannose type O-glycan biosynthesis
C00063	1100	Metabolic pathways
C00063	1232	Nucleotide metabolism
C00063	1240	Biosynthesis of cofactors
C00064	220	Arginine biosynthesis
C00064	230	Purine metabolism
C00064	240	Pyrimidine metabolism
C00064	250	"Alanine, aspartate and glutamate metabolism"
C00064	470	D-Amino acid metabolism
C00064	630	Glyoxylate and dicarboxylate metabolism
C00064	750	Vitamin B6 metabolism
C00064	910	Nitrogen metabolism
C00064	970	Aminoacyl-tRNA biosynthesis
C00064	1060	Biosynthesis of plant secondary metabolites
C00064	1100	Metabolic pathways
C00064	1120	Microbial metabolism in diverse environments
C00064	1230	Biosynthesis of amino acids
C00064	1232	Nucleotide metabolism
C00064	1240	Biosynthesis of cofactors
C00064	2010	ABC transporters
C00064	2020	Two-component system
C00064	4724	Glutamatergic synapse
C00064	4727	GABAergic synapse
C00064	4964	Proximal tubule bicarbonate reclamation
C00064	4974	Protein digestion and absorption
C00064	4978	Mineral absorption
C00064	5230	Central carbon metabolism in cancer
C00065	260	"Glycine, serine and threonine metabolism"
C00065	261	Monobactam biosynthesis
C00065	270	Cysteine and methionine metabolism
C00065	460	Cyanoamino acid metabolism
C00065	470	D-Amino acid metabolism
C00065	564	Glycerophospholipid metabolism
C00065	600	Sphingolipid metabolism
C00065	630	Glyoxylate and dicarboxylate metabolism
C00065	680	Methane metabolism
C00065	920	Sulfur metabolism
C00065	970	Aminoacyl-tRNA biosynthesis
C00065	997	Biosynthesis of various other secondary metabolites
C00065	998	Biosynthesis of various antibiotics
C00065	1060	Biosynthesis of plant secondary metabolites
C00065	1100	Metabolic pathways
C00065	1110	Biosynthesis of secondary metabolites
C00065	1120	Microbial metabolism in diverse environments
C00065	1200	Carbon metabolism
C00065	1230	Biosynthesis of amino acids
C00065	1240	Biosynthesis of cofactors
C00065	1502	Vancomycin resistance
C00065	2010	ABC transporters
C00065	4071	Sphingolipid signaling pathway
C00065	4974	Protein digestion and absorption
C00065	4978	Mineral absorption
C00065	5230	Central carbon metabolism in cancer
C00067	625	Chloroalkane and chloroalkene degradation
C00067	680	Methane metabolism
C00067	1100	Metabolic pathways
C00067	1120	Microbial metabolism in diverse environments
C00067	1200	Carbon metabolism
C00068	10	Glycolysis / Gluconeogenesis
C00068	20	Citrate cycle (TCA cycle)
C00068	280	"Valine, leucine and isoleucine degradation"
C00068	310	Lysine degradation
C00068	620	Pyruvate metabolism
C00068	640	Propanoate metabolism
C00068	730	Thiamine metabolism
C00068	785	Lipoic acid metabolism
C00068	1100	Metabolic pathways
C00068	1240	Biosynthesis of cofactors
C00068	4977	Vitamin digestion and absorption
C00070	2010	ABC transporters
C00070	2020	Two-component system
C00070	4978	Mineral absorption
C00070	5010	Alzheimer disease
C00070	5014	Amyotrophic lateral sclerosis
C00070	5022	Pathways of neurodegeneration - multiple diseases
C00070	5208	Chemical carcinogenesis - reactive oxygen species
C00071	71	Fatty acid degradation
C00072	53	Ascorbate and aldarate metabolism
C00072	480	Glutathione metabolism
C00072	1100	Metabolic pathways
C00072	1110	Biosynthesis of secondary metabolites
C00072	1120	Microbial metabolism in diverse environments
C00072	1240	Biosynthesis of cofactors
C00072	2060	Phosphotransferase system (PTS)
C00072	4066	HIF-1 signaling pathway
C00072	4977	Vitamin digestion and absorption
C00073	270	Cysteine and methionine metabolism
C00073	470	D-Amino acid metabolism
C00073	966	Glucosinolate biosynthesis
C00073	970	Aminoacyl-tRNA biosynthesis
C00073	999	Biosynthesis of various plant secondary metabolites
C00073	1060	Biosynthesis of plant secondary metabolites
C00073	1070	Biosynthesis of plant hormones
C00073	1100	Metabolic pathways
C00073	1110	Biosynthesis of secondary metabolites
C00073	1210	2-Oxocarboxylic acid metabolism
C00073	1230	Biosynthesis of amino acids
C00073	1240	Biosynthesis of cofactors
C00073	1523	Antifolate resistance
C00073	4974	Protein digestion and absorption
C00073	4978	Mineral absorption
C00073	5230	Central carbon metabolism in cancer
C00074	10	Glycolysis / Gluconeogenesis
C00074	20	Citrate cycle (TCA cycle)
C00074	400	"Phenylalanine, tyrosine and tryptophan biosynthesis"
C00074	440	Phosphonate and phosphinate metabolism
C00074	620	Pyruvate metabolism
C00074	680	Methane metabolism
C00074	710	Carbon fixation in photosynthetic organisms
C00074	720	Carbon fixation pathways in prokaryotes
C00074	996	Biosynthesis of various alkaloids
C00074	998	Biosynthesis of various antibiotics
C00074	999	Biosynthesis of various plant secondary metabolites
C00074	1060	Biosynthesis of plant secondary metabolites
C00074	1061	Biosynthesis of phenylpropanoids
C00074	1062	Biosynthesis of terpenoids and steroids
C00074	1063	Biosynthesis of alkaloids derived from shikimate pathway
C00074	1070	Biosynthesis of plant hormones
C00074	1100	Metabolic pathways
C00074	1110	Biosynthesis of secondary metabolites
C00074	1120	Microbial metabolism in diverse environments
C00074	1200	Carbon metabolism
C00074	1230	Biosynthesis of amino acids
C00074	1240	Biosynthesis of cofactors
C00074	2060	Phosphotransferase system (PTS)
C00074	4922	Glucagon signaling pathway
C00074	4964	Proximal tubule bicarbonate reclamation
C00074	5230	Central carbon metabolism in cancer
C00075	240	Pyrimidine metabolism
C00075	1100	Metabolic pathways
C00075	1232	Nucleotide metabolism
C00075	1240	Biosynthesis of cofactors
C00075	4080	Neuroactive ligand-receptor interaction
C00076	4010	MAPK signaling pathway
C00076	4012	ErbB signaling pathway
C00076	4014	Ras signaling pathway
C00076	4015	Rap1 signaling pathway
C00076	4020	Calcium signaling pathway
C00076	4022	cGMP-PKG signaling pathway
C00076	4024	cAMP signaling pathway
C00076	4062	Chemokine signaling pathway
C00076	4064	NF-kappa B signaling pathway
C00076	4066	HIF-1 signaling pathway
C00076	4070	Phosphatidylinositol signaling system
C00076	4072	Phospholipase D signaling pathway
C00076	4114	Oocyte meiosis
C00076	4141	Protein processing in endoplasmic reticulum
C00076	4152	AMPK signaling pathway
C00076	4210	Apoptosis
C00076	4211	Longevity regulating pathway
C00076	4217	Necroptosis
C00076	4218	Cellular senescence
C00076	4260	Cardiac muscle contraction
C00076	4261	Adrenergic signaling in cardiomyocytes
C00076	4270	Vascular smooth muscle contraction
C00076	4310	Wnt signaling pathway
C00076	4360	Axon guidance
C00076	4361	Axon regeneration
C00076	4370	VEGF signaling pathway
C00076	4371	Apelin signaling pathway
C00076	4380	Osteoclast differentiation
C00076	4530	Tight junction
C00076	4540	Gap junction
C00076	4611	Platelet activation
C00076	4613	Neutrophil extracellular trap formation
C00076	4621	NOD-like receptor signaling pathway
